Date,Open,High,Low,Close,Volume,Market Cap
"Feb 20, 2018",1.14,1.17,1.08,1.09,"806,673,000","44,648,100,000"
"Feb 19, 2018",1.12,1.17,1.12,1.14,"556,304,000","43,813,300,000"
"Feb 18, 2018",1.20,1.21,1.09,1.12,"1,113,650,000","46,997,500,000"
"Feb 17, 2018",1.14,1.22,1.13,1.20,"1,186,730,000","44,370,200,000"
"Feb 16, 2018",1.14,1.15,1.11,1.14,"568,339,000","44,663,300,000"
"Feb 15, 2018",1.14,1.16,1.11,1.15,"1,188,530,000","44,433,600,000"
"Feb 14, 2018",1.03,1.17,1.02,1.14,"1,457,600,000","40,026,500,000"
"Feb 13, 2018",1.08,1.08,1.01,1.03,"921,100,000","42,119,800,000"
"Feb 12, 2018",1.01,1.11,1.01,1.08,"1,756,290,000","39,262,700,000"
"Feb 11, 2018",1.07,1.08,0.929767,1.00,"2,555,310,000","41,635,500,000"
"Feb 10, 2018",0.947251,1.30,0.947251,1.07,"4,682,010,000","36,951,500,000"
"Feb 09, 2018",0.797140,0.954428,0.771540,0.954428,"1,690,340,000","31,095,800,000"
"Feb 08, 2018",0.729252,0.806970,0.722611,0.805263,"947,315,000","28,447,500,000"
"Feb 07, 2018",0.774576,0.805478,0.706950,0.723895,"1,133,370,000","30,215,600,000"
"Feb 06, 2018",0.705121,0.786004,0.588360,0.776393,"2,361,140,000","27,506,200,000"
"Feb 05, 2018",0.825943,0.833866,0.675827,0.691799,"1,286,180,000","32,219,400,000"
"Feb 04, 2018",0.913418,0.952947,0.796821,0.815703,"1,190,960,000","35,631,700,000"
"Feb 03, 2018",0.891992,0.974799,0.761635,0.924043,"1,988,960,000","34,795,900,000"
"Feb 02, 2018",0.960642,0.960642,0.635185,0.884784,"3,529,760,000","37,473,900,000"
"Feb 01, 2018",1.16,1.16,0.930378,0.962530,"1,410,420,000","44,971,500,000"
"Jan 31, 2018",1.13,1.19,1.04,1.16,"1,264,030,000","43,800,800,000"
"Jan 30, 2018",1.33,1.33,1.13,1.14,"1,134,640,000","51,452,400,000"
"Jan 29, 2018",1.40,1.41,1.30,1.32,"1,073,680,000","54,204,300,000"
"Jan 28, 2018",1.22,1.44,1.22,1.40,"1,327,360,000","47,412,500,000"
"Jan 27, 2018",1.22,1.24,1.19,1.22,"689,101,000","47,180,200,000"
"Jan 26, 2018",1.31,1.33,1.14,1.22,"2,037,570,000","50,706,400,000"
"Jan 25, 2018",1.36,1.38,1.29,1.31,"986,068,000","52,811,100,000"
"Jan 24, 2018",1.35,1.42,1.31,1.36,"1,853,440,000","52,380,100,000"
"Jan 23, 2018",1.35,1.43,1.20,1.34,"2,977,080,000","52,421,300,000"
"Jan 22, 2018",1.39,1.43,1.16,1.36,"2,642,510,000","53,909,800,000"
"Jan 21, 2018",1.58,1.58,1.34,1.38,"2,840,750,000","61,061,900,000"
